"","name","region_focus","language","owner","parent","x_page","x_url","x_follower_n","facebook_page","facebook_url","facebook_follower_n","instagram_page","instagram_url","instagram_follower_n","threads_page","threads_url","threads_follower_n","youtube_page","youtube_url","youtube_follower_n","tiktok_page","tiktok_url","tiktok_follower_n","sum_followers"
"558","Zhang Buxin","Cuba","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","zhangbuxin","https://twitter.com/zhangbuxin",1307,"","",0,"","",0,"","",0,"","",0,"","",0,1307
"559","Zhanhao","China","Chinese","Wuhan Ruiying New Media Culture Communication Co.","Hubei Self-Media Association","zhanhao668","https://twitter.com/zhanhao668",2426,"","",0,"","",0,"","",0,"","",0,"","",0,2426
"560","Zhao Baogang","African Union","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","zhaobaogang2011","https://twitter.com/zhaobaogang2011",3914,"","",0,"","",0,"","",0,"","",0,"","",0,3914
"561","Zhao Ying","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","ZhaoYing_CRI","https://twitter.com/ZhaoYing_CRI",408,"","",0,"","",0,"","",0,"","",0,"","",0,408
"562","Zhengguan News","Henan","English","Zhengzhou Media Group","Zhengzhou Municipal Party Committee","ZhengguanNews","https://twitter.com/ZhengguanNews",15900,"","",0,"","",0,"","",0,"","",0,"","",0,15900
"563","Zheng Junfeng","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","ZhengJunfeng1","https://twitter.com/ZhengJunfeng1",413,"","",0,"","",0,"","",0,"","",0,"","",0,413
"564","Shen Zhifei","Lithuania","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ZhifeiShen","https://twitter.com/ZhifeiShen",539,"","",0,"","",0,"","",0,"","",0,"","",0,539
"565","Chinese Embassy in Belarus","Belarus","Belarusian","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ZhongBai2020","https://twitter.com/ZhongBai2020",7403,"chinaemb.by","https://www.facebook.com/chinaemb.by",971,"","",0,"","",0,"","",0,"","",0,8374
"566","Zhong Shi","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","ZhongShi_CGTN","https://twitter.com/ZhongShi_CGTN",932,"","",0,"","",0,"","",0,"","",0,"","",0,932
"567","Zhou Li","Anglosphere","English","Information Department of Foreign Ministry","Ministry of Foreign Affairs","Zhou_Li_CHN","https://twitter.com/Zhou_Li_CHN",17200,"","",0,"","",0,"","",0,"","",0,"","",0,17200
"568","Zhu Jingyang","Colombia","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","zhu_jingyang","https://twitter.com/zhu_jingyang",9288,"","",0,"","",0,"","",0,"","",0,"","",0,9288
"569","Wang Zichen","Anglosphere","English","Xinhua News Agency","State Council","ZichenWanghere","https://twitter.com/ZichenWanghere",28600,"","",0,"","",0,"","",0,"","",0,"","",0,28600
"570","Zeng Ziyi","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","ziyi_zeng","https://twitter.com/ziyi_zeng",355,"","",0,"","",0,"","",0,"","",0,"","",0,355
"571","Zhao Lijian","Anglosphere","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","zlj517","https://twitter.com/zlj517",1900000,"","",0,"","",0,"","",0,"","",0,"","",0,1900000
"572","CGTN Zoom In","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","ZoomIn_CGTN","https://twitter.com/ZoomIn_CGTN",109,"","",0,"","",0,"","",0,"","",0,"","",0,109
"573","Zhang Shilei (Sheila Zhang)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","ZShilei","https://twitter.com/ZShilei",367,"","",0,"","",0,"","",0,"","",0,"","",0,367
"574","Yang Yating (Christina Yang)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"christinanayang","https://instagram.com/christinanayang",552,"","",0,"YatingYang","https://youtube.com/channel/UCl_E1Hpjz4AA5u_rk2Vax9w",263,"yating_y","https://www.tiktok.com/@yating_y",358800,359615
"575","Assia","MENA","Arabic","China Media Group (CMG)","Central Publicity Department","","",0,"AssiaZNAN","https://www.facebook.com/AssiaZNAN",1900000,"assia_in_china","https://www.instagram.com/assia_in_china/",63300,"","",0,"AssiainChina","https://www.youtube.com/channel/UCVqvgP64vzxhpawshnh9f_g",1670000,"assia_in_china","https://www.tiktok.com/@assia_in_china",630100,4263400
"576","He Beibei","Hispanophone","Spanish","China Media Group (CMG)","Central Publicity Department","","",0,"profile.php?id=100069383274995","https://www.facebook.com/profile.php?id=100069383274995",101000,"beibei823","https://www.instagram.com/beibei823/",142,"","",0,"beibeicita","https://www.youtube.com/channel/UCq6fUOLEIf_ZxaKRfTfhRWg",12,"","",0,101154
"577","Cai Baofeng (Song Siao / ສອງສ່ຽວ)","Laos","Laotian","China Media Group (CMG)","Central Publicity Department","","",0,"songsiaoCL","https://www.facebook.com/songsiaoCL/",1600000,"cbf","https://www.instagram.com/cbf/",9392,"","",0,"","",0,"","",0,1609392
"578","CCTV Asia Pacific","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"cctv_asiapacific","https://www.instagram.com/cctv_asiapacific",44700,"","",0,"","",0,"","",0,44700
"579","CCTV Chinese","China","Chinese","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"cctv.chinese","https://www.instagram.com/cctv.chinese/",80800,"cctv.chinese","https://www.threads.net/@cctv.chinese",2647,"","",0,"","",0,83447
"580","CCTV.com","China","Chinese","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"cctv","https://www.instagram.com/cctv/",939000,"cctv","https://www.threads.net/@cctv",33000,"CCTV","https://www.youtube.com/@CCTV",1750000,"","",0,2722000
"581","CGTN Nature","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"cgtn_nature","https://www.instagram.com/cgtn_nature/",157,"","",0,"cgtnnature367","https://www.youtube.com/@cgtnnature367",1860,"","",0,2017
"582","CGTN Español","Hispanophone","Spanish","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"cgtnenespanol","https://www.instagram.com/cgtnenespanol/",97100,"","",0,"CGTNEspanol","https://www.youtube.com/@CGTNEspanol",489000,"cgtnenespanol","https://www.tiktok.com/@cgtnenespanol",561,586661
"583","China Plus Culture","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"chinaplusnews","https://www.facebook.com/chinaplusnews/",3.2e+07,"china_plus_culture","https://www.instagram.com/china_plus_culture/",12,"","",0,"","",0,"","",0,32000012
"584","Chinese Embassy in Indonesia","Indonesia","Bahasa Indonesia","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"","",0,"chinaembassy_indonesia","https://www.instagram.com/chinaembassy_indonesia/",74900,"","",0,"","",0,"","",0,74900
"585","Chinese Embassy in Iran","Iran","Persian","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"","",0,"chinaembassy_iran","https://www.instagram.com/chinaembassy_iran/",4344,"","",0,"","",0,"","",0,4344
"586","Chinese Embassy in Turkey","Türkiye","Turkish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"","",0,"chinaembassy_turkey","https://www.instagram.com/chinaembassy_turkey",4807,"","",0,"cinbuyukelciligiankara-9545","https://www.youtube.com/@cinbuyukelciligiankara-9545",609,"","",0,5416
"587","Chinese Embassy in Kyrgyzstan","Kyrgyzstan","Kyrgyz","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"","",0,"chinaembassyinkg","https://www.instagram.com/chinaembassyinkg/",2082,"","",0,"","",0,"","",0,2082
"588","Chinese Consulate General in Hamburg","Germany","German","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"","",0,"chinameetsnorddeutschland","https://www.instagram.com/chinameetsnorddeutschland/",234,"","",0,"","",0,"","",0,234
"589","China Plus News","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"chinaplusnews","https://www.instagram.com/chinaplusnews/",163,"","",0,"","",0,"","",0,163
"590","Chinese Embassy in South Korea","South Korea","Korean","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"","",0,"chinese_embassy_in_seoul","https://www.instagram.com/chinese_embassy_in_seoul/",10500,"","",0,"","",0,"chinese_embassy_in_seoul","https://www.tiktok.com/@chinese_embassy_in_seoul",323,10823
"591","Chinese Embassy in Australia","Australia","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"ChinainAus","https://www.facebook.com/ChinainAus",5300,"cnauembassy","https://www.instagram.com/cnauembassy/",121,"","",0,"","",0,"","",0,5421
"592","CRI Nepali","Nepal","Nepalese","China Media Group (CMG)","Central Publicity Department","","",0,"crinepali","https://www.facebook.com/crinepali/",3100000,"crinepali","https://www.instagram.com/crinepali/",4120,"","",0,"","",0,"","",0,3104120
"593","CRI Persian","Iran","Persian","China Media Group (CMG)","Central Publicity Department","","",0,"persiancricn","https://www.facebook.com/persiancricn/",1300000,"cripersian","https://www.instagram.com/cripersian/",102000,"","",0,"","",0,"","",0,1402000
"594","CGTN Crossover","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"inheritors.CGTN","https://www.facebook.com/inheritors.CGTN/",11787,"crossover.cgtn","https://www.instagram.com/crossover.cgtn/",311,"","",0,"","",0,"","",0,12098
"595","C The Difference","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"C-The-Difference-107252314045277","https://www.facebook.com/C-The-Difference-107252314045277",0,"cthe.difference","https://www.instagram.com/cthe.difference/",17,"","",0,"","",0,"cthedifference","https://www.tiktok.com/@cthedifference",625500,625517
"596","Wu Danni (Danni Report)","Egypt","English","Xinhua News Agency","State Council","","",0,"DanniReport","https://www.facebook.com/DanniReport/",1800000,"danni010389","https://www.instagram.com/danni010389/",257,"dannitwins01","https://www.threads.net/@dannitwins01",21,"","",0,"","",0,1800278
"597","Chinese Embassy in Latvia","Latvia","Latvian","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"","",0,"embassyofchinainlatvia","https://www.instagram.com/embassyofchinainlatvia/",7,"","",0,"","",0,"","",0,7
"598","Phoenix Online","China","Chinese","Phoenix Media Investment (Holdings) Limited","Bauhinia Culture Holdings Limited","","",0,"Ifenglobal","https://www.facebook.com/Ifenglobal",1100000,"ifenglobal","https://www.instagram.com/ifenglobal/",1126,"ifenglobal","https://www.threads.net/@ifenglobal",50,"ifenglobal","https://www.youtube.com/@ifenglobal",18700,"ifenglobal","https://www.tiktok.com/@ifenglobal",599100,1718976
"599","Jimena Li Yu (Jimena a tu clic)","Hispanophone","Spanish","China Media Group (CMG)","Central Publicity Department","","",0,"JimenaAtuClic","https://www.facebook.com/JimenaAtuClic",464000,"jimenaatuclic","https://www.instagram.com/jimenaatuclic",995,"","",0,"jimenaatuclic9148","https://www.youtube.com/channel/UCJ_jkDQ_kzovmXA16KffypQ/featured",239,"jimenaatuclic","https://www.tiktok.com/@jimenaatuclic",3704,468938
"600","Wang Shi (Julian Waghann)","China","Chinese","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"jude1904","https://www.instagram.com/jude1904/",184,"","",0,"","",0,"","",0,184
"601","Ou Xiaolan (Lana Ou / Lana لانا)","MENA","Arabic","China Media Group (CMG)","Central Publicity Department","","",0,"LanainChina","https://www.facebook.com/LanainChina",483000,"lana_in_china","https://www.instagram.com/lana_in_china/",4833,"","",0,"lana7840","https://www.youtube.com/channel/UCizM-X0cwVOuCY63ilTDnpg",15900,"","",0,503733
"602","Lin Simiao (Anahita Lin)","Iran","Persian","China Media Group (CMG)","Central Publicity Department","","",0,"anahitachin","https://www.facebook.com/anahitachin/",1e+06,"linsimiaoanahita","https://www.instagram.com/linsimiaoanahita/",2448,"","",0,"","",0,"","",0,1002448
"603","Xing Luana (Luana em Pequim)","Brazil","Portuguese","China Media Group (CMG)","Central Publicity Department","","",0,"LuanaemPequim","https://www.facebook.com/LuanaemPequim/",1700000,"LuanaemPequim","https://www.instagram.com/LuanaemPequim/",21300,"luanaempequim","https://www.threads.net/@luanaempequim",1035,"LuanaemPequim","https://www.youtube.com/LuanaemPequim",21100,"luanaempequim","https://www.tiktok.com/@luanaempequim",225900,1969335
"604","Lü Qianqian (Lucy Lv)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"lucylvlist","https://www.facebook.com/lucylvlist/",1400000,"lucylv_list","https://www.instagram.com/lucylv_list/",1050,"lucylvlist","https://www.threads.net/@lucylvlist",42,"LucyLvList","https://www.youtube.com/channel/UCIWxsVyzsGSq6wXNUjYgqZA/about",588,"","",0,1401680
"605","Mango TV International","Hunan","Chinese","Hunan Satellite TV","Hunan Provincial People's Government","","",0,"","",0,"mgtv","https://www.instagram.com/mgtv/",90000,"","",0,"MangoTV-Official","https://www.youtube.com/@MangoTV-Official",5020000,"mangotv_international","https://www.tiktok.com/@mangotv_international",150100,5260100
"606","Xu Wei (Rain Xu / Ms V / شيو وي)","MENA","Arabic","China Media Group (CMG)","Central Publicity Department","","",0,"MsVChina","https://www.facebook.com/MsVChina",1252603,"msvchina","https://www.instagram.com/msvchina/?hl=en",19800,"","",0,"MsVchina","https://www.youtube.com/channel/UCsSnAL4-3sPZCpsl2pCGVsg",365000,"","",0,1637403
"607","Phoenix HK TV (iFeng)","Hong Kong","Chinese","Phoenix Media Investment (Holdings) Limited","Bauhinia Culture Holdings Limited","","",0,"","",0,"phoenixtvhk","https://www.instagram.com/phoenixtvhk/",49000,"","",0,"PhoenixSatellite","https://www.youtube.com/@PhoenixSatellite",19900,"","",0,68900
"608","Phoenix US TV (iFeng)","USA","Chinese","Phoenix Media Investment (Holdings) Limited","Bauhinia Culture Holdings Limited","","",0,"","",0,"phoenixtvus","https://www.instagram.com/phoenixtvus",1744,"","",0,"Pstvnews","https://www.youtube.com/@Pstvnews",15000,"ifengustv","https://www.tiktok.com/@ifengustv",4385,21129
"609","Li Zexin (Skystroller)","Anglosphere","English","Xinhua News Agency","State Council","","",0,"Zexin.Nicolas","https://www.facebook.com/Zexin.Nicolas",342320,"skystrollerpics","https://www.instagram.com/skystrollerpics/",106000,"skystrollerpics","https://www.threads.net/@skystrollerpics",10800,"","",0,"","",0,459120
"610","Zhu Jingtian (Tiantian)","la Francophonie","French","China Media Group (CMG)","Central Publicity Department","","",0,"TiantianStudio","https://www.facebook.com/TiantianStudio",238000,"tiantianstudio","https://www.instagram.com/tiantianstudio",1822,"","",0,"","",0,"","",0,239822
"611","Xiao Song","South Korea","Korean","China Media Group (CMG)","Central Publicity Department","","",0,"xiaosongchinese","https://www.facebook.com/xiaosongchinese",698000,"xiaosongchinese","https://www.instagram.com/xiaosongchinese",4488,"","",0,"xiaosongchinese","https://www.youtube.com/c/xiaosongchinese",921,"","",0,703409
"612","Poongothai (அறுசுவை)","India","Tamil","China Media Group (CMG)","Central Publicity Department","","",0,"Poongothaiii","https://www.facebook.com/Poongothaiii/",1700000,"","",0,"poongothai_tamil","https://www.threads.net/@poongothai_tamil",62,"","",0,"","",0,1700062
"613","Zhengguan Media","Henan","Chinese","Zhengzhou Media Group","Zhengzhou Municipal Party Committee","","",0,"","",0,"","",0,"zhengguanmedia","https://www.threads.net/@zhengguanmedia",115,"","",0,"","",0,115
"614","Wu Yo Yo","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"AdventurewithYoYo","https://www.facebook.com/AdventurewithYoYo",995000,"","",0,"","",0,"AdventurewithYoYo","https://www.youtube.com/c/AdventurewithYoYo",355,"","",0,995355
"615","Wang Bing","la Francophonie","French","China Media Group (CMG)","Central Publicity Department","","",0,"QuoiDeNeufEnChine","https://www.facebook.com/QuoiDeNeufEnChine",94000,"","",0,"","",0,"bingwang7665","https://www.youtube.com/channel/UCNPxL6AeFnm6NtfFdNxdbvw",5,"","",0,94005
"616","CCTV4 International","China","Chinese","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"CCTV4International","https://www.youtube.com/@CCTV4International",1070000,"","",0,1070000
"617","CGTN Americas Now","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"Cctvamerica_americasnow","https://www.youtube.com/@Cctvamerica_americasnow",8990,"","",0,8990
"618","CGTN BizTalk","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"CGTNBIZtalk","https://www.facebook.com/CGTNBIZtalk/",57000,"","",0,"","",0,"cgtnbiz","https://www.youtube.com/@cgtnbiz",855,"","",0,57855
"619","CGTN Documentary","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"cgtndocumentary5826","https://www.youtube.com/@cgtndocumentary5826",7010,"","",0,7010
"620","Hi China","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"ChannelHiChina","https://www.youtube.com/@ChannelHiChina",348000,"hichinaofficial","https://www.tiktok.com/@hichinaofficial",356500,704500
"621","Anhui TV Station","Anhui","Chinese","Anhui Radio and TV Station","Anhui Provincial Committee","","",0,"","",0,"","",0,"","",0,"chinaanhuitvofficialchanne8354","https://www.youtube.com/@chinaanhuitvofficialchanne8354",90600,"","",0,90600
"622","Guangxi Satellite TV","Guangxi","Chinese","Guangxi Internet Radio and Television Station","Guangxi Zhuang Autonomous Region People's Government","","",0,"","",0,"","",0,"","",0,"chinaguangxitvofficialchan244","https://www.youtube.com/@chinaguangxitvofficialchan244",50100,"","",0,50100
"623","Heilongjiang JTV","Heilongjiang","Chinese","China Heilongjiang TV (HNBTV)","Heilongjiang Provincial Committee","","",0,"","",0,"","",0,"","",0,"chinaheilongjiangtvofficia9631","https://www.youtube.com/@chinaheilongjiangtvofficia9631",74900,"","",0,74900
"624","China International Import Expo (CIIE)","Anglosphere","English","China International Import Expo Bureau","Shanghai Municipal People's Government","","",0,"","",0,"","",0,"","",0,"ChinaInternationalImportExpo","https://www.youtube.com/@ChinaInternationalImportExpo",10400,"ciieonline","https://www.tiktok.com/@ciieonline",4824,15224
"625","China Plus","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"ChinaPlusOfficial","https://www.youtube.com/@ChinaPlusOfficial",33000,"","",0,33000
"626","Xinhua Español","Hispanophone","Spanish","Xinhua News Agency","State Council","","",0,"","",0,"","",0,"","",0,"ChinaXinhuaEspanol","https://www.youtube.com/@ChinaXinhuaEspanol",78200,"xinhuaespanol","https://www.tiktok.com/@xinhuaespanol",69,78269
"627","Noreen","Pakistan","Urdu","China Media Group (CMG)","Central Publicity Department","","",0,"chinesenoreen","https://www.facebook.com/chinesenoreen",1500000,"","",0,"","",0,"chinesenoreen8035","https://www.youtube.com/@chinesenoreen8035/videos",91,"","",0,1500091
"628","CRI Ukrainian","Ukraine","Ukrainian","China Media Group (CMG)","Central Publicity Department","","",0,"profile.php?id=100064337605137","https://www.facebook.com/profile.php?id=100064337605137",331000,"","",0,"","",0,"CRI2023.","https://www.youtube.com/@CRI2023./",43,"","",0,331043
"629","CRI Hebrew","Israel","Hebrew","China Media Group (CMG)","Central Publicity Department","","",0,"crihebrew","https://www.facebook.com/crihebrew/",86245,"","",0,"","",0,"CRIHebrew","https://www.youtube.com/CRIHebrew",22700,"","",0,108945
"630","Xi Xiaoqi (Itzik Hasini)","Israel","Hebrew","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"CRIHebrew","https://www.youtube.com/channel/UCzeLeX3y1nY3FZ0mVCcfVdw",22700,"","",0,22700
"631","Dragon TV Crossover","Shanghai","English","Shanghai Media Group (SMG)","Shanghai Municipal Committee","","",0,"","",0,"","",0,"","",0,"DragonTVCrossOver","https://www.youtube.com/@DragonTVCrossOver",201000,"","",0,201000
"632","Gansu TV Official","Gansu","Chinese","Gansu Media Group (GSMG)","Gansu Provincial People's Government","","",0,"","",0,"","",0,"","",0,"GansuTVOfficialChannel","https://www.youtube.com/@GansuTVOfficialChannel",11,"","",0,11
"633","Haixia Daobao","Taiwan","Chinese","Fujian Daily News Group","Fujian Provincial Committee","","",0,"hxdb1234","https://www.facebook.com/hxdb1234/",432000,"","",0,"","",0,"haixiadaobao","https://www.youtube.com/channel/UCzo0ZxnYHhxAVGvgh22UOdw",41000,"","",0,473000
"634","PLA Daily","China","Chinese","People's Liberation Army (PLA) Newspaper","People's Liberation Army","","",0,"","",0,"","",0,"","",0,"hquangtu","https://www.youtube.com/channel/UCv-jCuD0-MEfL12y-IX1Kgw",23,"","",0,23
"635","Hubei TV","Hubei","Chinese","Hubei Radio & Television Station (HBTV)","Hubei Provincial People's Government","","",0,"","",0,"","",0,"","",0,"hubeitvofficial","https://www.youtube.com/@hubeitvofficial",6370,"","",0,6370
"636","Litchi Live","Jiangsu","Chinese","Jiangsu Broadcasting Corporation","Jiangsu Provincial People's Government","","",0,"","",0,"","",0,"","",0,"litchilive","https://www.youtube.com/channel/UCYCWVHZeEoHhUyzoaqpsHAA",262,"","",0,262
"637","Yu Mama (Mama Yu)","Germany","German","China Media Group (CMG)","Central Publicity Department","","",0,"Mama-Yu-346605806384616","https://www.facebook.com/Mama-Yu-346605806384616",42000,"","",0,"","",0,"mamayu1607","https://www.youtube.com/channel/UCiY5o2dEbz3S4QSsXqWWXJA",402,"","",0,42402
"638","Mengyu","Germany","German","China Media Group (CMG)","Central Publicity Department","","",0,"MengyuChina","https://www.facebook.com/MengyuChina",133000,"","",0,"","",0,"MengyuChinatube","https://www.youtube.com/channel/UCaAhqHEOOfMGswWgZUYI9mg",8060,"","",0,141060
"639","Nilaani (நிலானி)","India","Tamil","China Media Group (CMG)","Central Publicity Department","","",0,"tpccn","https://www.facebook.com/tpccn/",6100000,"","",0,"","",0,"NaanNilaani","https://www.youtube.com/@NaanNilaani",692000,"","",0,6792000
"640","Hubei Announcements (Open Hubei)","Hubei","Chinese","General Office of the People's Government of Hubei Province","Hubei Provincial People's Government","","",0,"","",0,"","",0,"","",0,"OpenHubei","https://www.youtube.com/@OpenHubei",1080,"open.hubei","https://www.tiktok.com/@open.hubei",24,1104
"641","People's Daily Japanese","Japan","Japanese","People's Daily Press","Central Committee of the Chinese Communist Party","","",0,"","",0,"","",0,"","",0,"peoplesdailyjapanese5650","https://www.youtube.com/@peoplesdailyjapanese5650",7,"","",0,7
"642","Phoenix TV (Finance)","China","Chinese","Phoenix Media Investment (Holdings) Limited","Bauhinia Culture Holdings Limited","","",0,"","",0,"","",0,"","",0,"Phoenix-Finance","https://www.youtube.com/@ifenglobal",18900,"phoenixtvfinance","https://www.tiktok.com/@phoenixtvfinance",53300,72200
"643","Phoenix TV","China","Chinese","Phoenix Media Investment (Holdings) Limited","Bauhinia Culture Holdings Limited","","",0,"","",0,"","",0,"","",0,"phoenixtvhk","https://www.youtube.com/@phoenixtvhk",579000,"www.ifeng.com","https://www.tiktok.com/@www.ifeng.com",35200,614200
"644","Wang Mengchu (Kaka / Shakala Ka)","Hispanophone","Spanish","China Media Group (CMG)","Central Publicity Department","","",0,"KakainChina","https://www.facebook.com/KakainChina",102000,"","",0,"","",0,"shakalaka9028","https://www.youtube.com/channel/UCuoFdV3S34djPGnU_MeavVQ",38,"","",0,102038
"645","Shanxi Radio and TV Station","Shanxi","Chinese","Shanxi Radio and TV Station","Shanxi Provincial People's Government","","",0,"","",0,"","",0,"","",0,"shanxiradioandtelevisionst73","https://www.youtube.com/channel/UCxh_Kg_UnEtrftAJOtx2-Xg",44,"","",0,44
"646","Show Me China","Anglosphere","English","Xinhua News Agency","State Council","","",0,"showmethestoryofchina","https://www.facebook.com/showmethestoryofchina/",1600000,"","",0,"","",0,"showmechina8515","https://youtube.com/channel/UC094Us15KM_u2_AlnGGxntQ?fbclid=IwAR16rzIv57zz9l9YrVI5-SshM8sWVqEOor0AsoTJip1NVsIsSw-GcO_Mb-k",1320,"","",0,1601320
"647","Shanghai TV","Shanghai","Chinese","Shanghai Media Group (SMG)","Shanghai Municipal Committee","","",0,"","",0,"","",0,"","",0,"SMG-Official","https://www.youtube.com/@SMG-Official",1890000,"","",0,1890000
"648","Hạ Vy","Vietnam","Vietnamese","China Media Group (CMG)","Central Publicity Department","","",0,"H%E1%BA%A1-Vy-du-l%E1%BB%8Bch-Trung-Qu%E1%BB%91c-111965950989129","https://www.facebook.com/H%E1%BA%A1-Vy-du-l%E1%BB%8Bch-Trung-Qu%E1%BB%91c-111965950989129",165159,"","",0,"","",0,"thienhavoich4515","https://www.youtube.com/channel/UClLHI5-_iyGsa3DWUNJga0A",20600,"","",0,185759
"649","Raniya (라니)","South Korea","Korean","China Media Group (CMG)","Central Publicity Department","","",0,"RaniyaChina","https://www.facebook.com/RaniyaChina",692000,"","",0,"","",0,"TV-qp1bt","https://www.youtube.com/channel/UCeOreglDZzyK10sL0OKCH6A",553,"","",0,692553
"650","Jiupai News","Hubei","Chinese","Changjiang Daily Press","Wuhan Municipal Committee","","",0,"","",0,"","",0,"","",0,"user-tm5fe9ex6b","https://www.youtube.com/channel/UCHvSdEZ6_T5vZuKTywy2l7g",5570,"","",0,5570
"651","The Cover News","Sichuan","Chinese","Sichuan Daily Online Media Development Co., Ltd.","Sichuan Provincial Committee","","",0,"","",0,"","",0,"","",0,"user-zu4gg5dy6q","https://www.youtube.com/@user-zu4gg5dy6q",64,"","",0,64
"652","Xinhua London","UK","English","Xinhua News Agency","State Council","","",0,"","",0,"","",0,"","",0,"xinhuanewsagencylondon9756","https://www.youtube.com/@xinhuanewsagencylondon9756",6,"xhnewslondon","https://www.tiktok.com/@xhnewslondon",72500,72506
"653","Shan Ni'er (Yummy Shanny)","EU","Esperanto","China Media Group (CMG)","Central Publicity Department","","",0,"Yummy-Shanny-108137871142423","https://www.facebook.com/Yummy-Shanny-108137871142423/",236000,"","",0,"","",0,"yummyshanny666","https://www.youtube.com/channel/UCao498UVBHU7hYxkGWnfGCw/featured",147000,"","",0,383000
"654","Yunnan TV","Yunnan","Chinese","Yunnan Media Group (YMG)","Yunnan Provincial Committee","","",0,"","",0,"","",0,"","",0,"YunnanTV","https://www.youtube.com/channel/UCAkJs2NQvfKJxjpt811m0og",164000,"","",0,164000
"655","Xinhua (Spectrum China)","Anglosphere","English","Xinhua News Agency","State Council","","",0,"","",0,"","",0,"","",0,"","",0,"1931.11.7.575757","https://www.tiktok.com/@1931.11.7.575757",53,53
"656","CCTV3 Variety","China","Chinese","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"cctv_newsandculture","https://www.tiktok.com/@cctv_newsandculture",1113,1113
"657","CGTN.tiktok","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"cgtn.tiktok","https://www.tiktok.com/@cgtn.tiktok",777,777
"658","CGTN Z","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"cgtnz","https://www.tiktok.com/@cgtnz",5565,5565
"659","Chinese Consulate General in Cape Town","South Africa","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"","",0,"","",0,"","",0,"","",0,"chineseconsulateincpt","https://www.tiktok.com/@chineseconsulateincpt",0,0
"660","China Consulate Osaka","Japan","Japanese","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"","",0,"","",0,"","",0,"","",0,"chnconsul_osaka","https://www.tiktok.com/@chnconsul_osaka",191,191
"661","Colorful China","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"colorfulchina","https://www.tiktok.com/@colorfulchina",21,21
"662","Discover Ningxia","Anglosphere","English","Department of Culture and Tourism of Ningxia Hui Autonomous Region","Ningxia Hui Autonomous Region People's Government","","",0,"DiscoverNingxia","https://www.facebook.com/DiscoverNingxia/",294000,"","",0,"","",0,"","",0,"discoverningxia","https://www.tiktok.com/@discoverningxia",14100,308100
